customer_id,age,tenure_months,last_purchase_date,total_spent,num_purchases,churn,recency_days,cluster,segment_label
CUST00383,44,19,2023-10-24,462450,6,0,68,0,High-Value Loyal
CUST00384,57,2,2023-06-21,413400,6,0,193,0,High-Value Loyal
CUST00385,36,35,2023-03-13,82000,2,1,293,1,Dormant / At-Risk
CUST00387,18,16,2023-03-13,166250,6,0,293,1,Dormant / At-Risk
CUST00388,64,25,2023-01-11,530000,4,0,354,0,High-Value Loyal
CUST00389,47,57,2023-05-29,114250,4,0,216,1,Dormant / At-Risk
CUST00390,25,27,2023-09-30,135500,4,0,92,2,Emerging / Mid-Value
CUST00391,60,16,2023-04-11,176000,2,1,264,1,Dormant / At-Risk
CUST00392,48,1,2023-02-09,427000,4,0,325,0,High-Value Loyal
CUST00393,54,37,2023-07-03,268500,7,0,181,0,High-Value Loyal
CUST00394,58,12,2023-12-29,72000,3,1,2,2,Emerging / Mid-Value
CUST00395,38,14,2023-05-27,33000,2,0,218,1,Dormant / At-Risk
CUST00396,45,11,2023-01-14,437000,5,1,351,0,High-Value Loyal
CUST00397,24,49,2023-07-07,90350,4,0,177,2,Emerging / Mid-Value
CUST00398,21,52,2023-02-15,183000,3,0,319,1,Dormant / At-Risk
CUST00399,38,56,2023-02-22,131500,5,0,312,1,Dormant / At-Risk
CUST00400,41,10,2023-10-28,141250,4,0,64,2,Emerging / Mid-Value
CUST00401,30,40,2023-04-21,398400,3,1,254,1,Dormant / At-Risk
CUST00402,37,13,2023-09-12,555000,4,1,110,0,High-Value Loyal
CUST00403,61,22,2023-09-16,696000,5,1,106,0,High-Value Loyal
CUST00404,39,28,2023-01-16,200400,4,0,349,1,Dormant / At-Risk
CUST00405,48,49,2023-11-01,327850,7,0,60,0,High-Value Loyal
CUST00406,39,19,2023-02-07,60000,1,0,327,1,Dormant / At-Risk
CUST00407,37,29,2023-08-06,398000,2,0,147,2,Emerging / Mid-Value
CUST00408,20,41,2023-11-26,400000,3,0,35,2,Emerging / Mid-Value
CUST00409,40,39,2023-11-26,442050,6,1,35,0,High-Value Loyal
CUST00410,49,27,2023-07-11,165000,2,0,173,2,Emerging / Mid-Value
CUST00411,20,14,2023-11-27,338100,5,0,34,0,High-Value Loyal
CUST00412,60,54,2023-09-14,78000,2,0,108,2,Emerging / Mid-Value
CUST00413,38,57,2023-01-30,45000,1,1,335,1,Dormant / At-Risk
CUST00415,55,22,2023-04-22,84000,4,0,253,1,Dormant / At-Risk
CUST00416,44,30,2023-10-01,350800,3,0,91,2,Emerging / Mid-Value
CUST00417,32,5,2023-10-21,85500,4,0,71,2,Emerging / Mid-Value
CUST00418,34,22,2023-12-11,3000,1,0,20,2,Emerging / Mid-Value
CUST00419,24,1,2023-05-14,419000,8,0,231,0,High-Value Loyal
CUST00420,26,20,2023-06-24,571200,8,0,190,0,High-Value Loyal
CUST00421,35,9,2023-04-03,445150,6,0,272,0,High-Value Loyal
CUST00422,28,3,2023-02-04,301000,3,1,330,1,Dormant / At-Risk
CUST00423,54,35,2023-06-21,8400,2,0,193,1,Dormant / At-Risk
CUST00424,43,51,2023-06-07,32300,3,0,207,1,Dormant / At-Risk
CUST00425,33,43,2023-08-10,121200,4,0,143,2,Emerging / Mid-Value
CUST00426,41,9,2023-01-05,15250,2,1,360,1,Dormant / At-Risk
CUST00427,63,31,2023-05-30,250,1,0,215,1,Dormant / At-Risk
CUST00428,34,58,2023-05-10,324000,5,0,235,0,High-Value Loyal
CUST00429,46,44,2023-05-17,111150,3,0,228,1,Dormant / At-Risk
CUST00430,54,21,2023-04-06,170000,3,1,269,1,Dormant / At-Risk
CUST00431,43,14,2023-11-04,200000,2,0,57,2,Emerging / Mid-Value
CUST00433,30,7,2023-02-28,160000,3,0,306,1,Dormant / At-Risk
CUST00434,24,58,2023-11-16,405000,3,0,45,2,Emerging / Mid-Value
CUST00435,46,21,2023-09-15,378000,6,0,107,0,High-Value Loyal
CUST00437,42,4,2023-11-06,171200,4,0,55,2,Emerging / Mid-Value
CUST00438,55,3,2023-03-06,23000,2,0,300,1,Dormant / At-Risk
CUST00439,23,15,2023-05-06,650,4,1,239,1,Dormant / At-Risk
CUST00440,34,41,2023-05-01,71150,5,0,244,1,Dormant / At-Risk
CUST00441,19,25,2023-01-15,48000,1,1,350,1,Dormant / At-Risk
CUST00442,32,50,2023-03-13,12850,4,0,293,1,Dormant / At-Risk
CUST00443,32,10,2023-06-28,232000,3,0,186,1,Dormant / At-Risk
CUST00444,40,34,2023-06-24,76000,2,0,190,1,Dormant / At-Risk
CUST00445,22,43,2023-12-25,143500,4,1,6,2,Emerging / Mid-Value
CUST00446,46,47,2023-11-25,82000,2,0,36,2,Emerging / Mid-Value
CUST00447,41,1,2023-07-21,110000,4,1,163,2,Emerging / Mid-Value
CUST00448,59,12,2023-10-26,328150,5,0,66,0,High-Value Loyal
CUST00449,28,20,2023-01-07,186000,2,0,358,1,Dormant / At-Risk
CUST00450,50,17,2023-07-11,167650,7,0,173,0,High-Value Loyal
CUST00451,46,31,2023-05-26,151900,8,0,219,0,High-Value Loyal
CUST00452,24,6,2023-03-20,443000,6,1,286,0,High-Value Loyal
CUST00453,42,56,2023-12-29,208050,5,0,2,2,Emerging / Mid-Value
CUST00454,52,7,2023-11-26,599200,4,0,35,0,High-Value Loyal
CUST00455,28,58,2023-09-01,225000,1,1,121,2,Emerging / Mid-Value
CUST00457,33,5,2023-12-01,493000,5,0,30,0,High-Value Loyal
CUST00458,57,21,2023-09-18,297000,3,0,104,2,Emerging / Mid-Value
CUST00459,34,18,2023-12-12,48000,2,1,19,2,Emerging / Mid-Value
CUST00460,53,54,2023-08-17,12000,1,0,136,2,Emerging / Mid-Value
CUST00461,26,13,2023-06-02,423000,5,0,212,0,High-Value Loyal
CUST00462,50,9,2023-10-18,264000,3,0,74,2,Emerging / Mid-Value
CUST00463,36,19,2023-04-24,54550,5,0,251,1,Dormant / At-Risk
CUST00464,23,22,2023-04-08,552600,8,1,267,0,High-Value Loyal
CUST00465,38,41,2023-06-09,195400,5,1,205,0,High-Value Loyal
CUST00466,32,28,2023-09-19,48450,4,1,103,2,Emerging / Mid-Value
CUST00468,57,50,2023-11-24,282000,6,0,37,0,High-Value Loyal
CUST00469,27,5,2023-01-15,204000,4,0,350,1,Dormant / At-Risk
CUST00470,20,25,2023-03-17,75200,5,0,289,1,Dormant / At-Risk
CUST00471,42,26,2023-02-18,474000,6,0,316,0,High-Value Loyal
CUST00472,24,32,2023-01-27,504000,4,0,338,0,High-Value Loyal
CUST00473,34,8,2023-08-16,76100,3,0,137,2,Emerging / Mid-Value
CUST00474,22,59,2023-10-13,216100,5,0,79,2,Emerging / Mid-Value
CUST00475,47,40,2023-02-15,325800,5,0,319,0,High-Value Loyal
CUST00476,26,39,2023-03-31,431400,6,0,275,0,High-Value Loyal
CUST00477,60,38,2023-06-20,15150,2,1,194,1,Dormant / At-Risk
CUST00478,63,24,2023-05-26,445400,4,0,219,0,High-Value Loyal
CUST00479,30,7,2023-09-29,132000,3,1,93,2,Emerging / Mid-Value
CUST00480,26,9,2023-02-23,223200,4,1,311,1,Dormant / At-Risk
CUST00481,35,18,2023-07-06,113000,3,1,178,2,Emerging / Mid-Value
CUST00483,60,23,2023-07-21,120200,3,0,163,2,Emerging / Mid-Value
CUST00484,50,38,2023-04-01,72100,3,0,274,1,Dormant / At-Risk
CUST00485,49,41,2023-08-15,519200,7,1,138,0,High-Value Loyal
CUST00486,28,39,2023-11-14,272000,3,0,47,2,Emerging / Mid-Value
CUST00487,40,31,2023-09-19,575000,5,1,103,0,High-Value Loyal
CUST00488,20,39,2023-10-07,259000,4,0,85,2,Emerging / Mid-Value
CUST00489,64,5,2023-08-17,283000,2,0,136,2,Emerging / Mid-Value
CUST00490,41,17,2023-04-14,503000,4,1,261,0,High-Value Loyal
CUST00491,33,31,2023-01-27,406000,4,1,338,1,Dormant / At-Risk
CUST00492,63,26,2023-08-17,273000,2,0,136,2,Emerging / Mid-Value
CUST00493,56,51,2023-08-15,96150,3,0,138,2,Emerging / Mid-Value
CUST00494,38,12,2023-03-26,156000,3,1,280,1,Dormant / At-Risk
CUST00495,53,16,2023-06-24,327000,6,0,190,0,High-Value Loyal
CUST00496,28,33,2023-10-21,25000,2,0,71,2,Emerging / Mid-Value
CUST00497,44,31,2023-07-04,125000,1,1,180,2,Emerging / Mid-Value
CUST00499,20,13,2023-06-25,221150,5,1,189,0,High-Value Loyal
CUST00500,36,51,2023-10-07,362300,3,1,85,2,Emerging / Mid-Value
CUST00501,31,43,2023-01-25,100,1,0,340,1,Dormant / At-Risk
CUST00502,61,41,2023-05-29,290800,5,0,216,0,High-Value Loyal
CUST00503,48,20,2023-11-11,175000,2,1,50,2,Emerging / Mid-Value
CUST00504,39,9,2023-09-19,24250,3,0,103,2,Emerging / Mid-Value
CUST00505,24,37,2023-10-01,350000,1,0,91,2,Emerging / Mid-Value
CUST00506,63,31,2023-06-25,324000,6,0,189,0,High-Value Loyal
CUST00507,22,50,2023-12-16,472000,3,0,15,2,Emerging / Mid-Value
CUST00508,50,33,2023-01-02,8000,1,0,363,1,Dormant / At-Risk
CUST00509,21,35,2023-02-03,32000,1,0,331,1,Dormant / At-Risk
CUST00510,52,4,2023-12-27,24000,2,0,4,2,Emerging / Mid-Value
CUST00511,47,11,2023-10-14,135150,2,1,78,2,Emerging / Mid-Value
CUST00512,49,11,2023-04-05,290400,6,0,270,0,High-Value Loyal
CUST00513,31,57,2023-02-06,276250,5,1,328,1,Dormant / At-Risk
CUST00514,59,20,2023-03-05,15800,3,1,301,1,Dormant / At-Risk
CUST00515,58,39,2023-03-13,178300,5,0,293,1,Dormant / At-Risk
CUST00516,61,30,2023-11-02,96650,5,0,59,2,Emerging / Mid-Value
CUST00517,42,10,2023-04-13,555000,4,1,262,0,High-Value Loyal
CUST00518,54,1,2023-08-09,102400,3,0,144,2,Emerging / Mid-Value
CUST00519,25,59,2023-05-25,271250,5,1,220,0,High-Value Loyal
CUST00520,37,46,2023-11-17,9600,3,0,44,2,Emerging / Mid-Value
CUST00521,23,1,2023-02-02,45500,2,0,332,1,Dormant / At-Risk
CUST00522,54,44,2023-11-19,32000,1,0,42,2,Emerging / Mid-Value
CUST00523,23,26,2023-10-19,12800,3,0,73,2,Emerging / Mid-Value
CUST00524,61,23,2023-03-14,69300,3,1,292,1,Dormant / At-Risk
CUST00525,39,25,2023-05-20,160400,4,1,225,1,Dormant / At-Risk
CUST00526,27,48,2023-03-04,138000,5,0,302,1,Dormant / At-Risk
CUST00527,54,30,2023-05-30,124050,5,0,215,1,Dormant / At-Risk
CUST00528,38,17,2023-01-08,210300,2,0,357,1,Dormant / At-Risk
CUST00529,24,54,2023-12-20,388000,5,0,11,0,High-Value Loyal
CUST00530,49,50,2023-08-30,144400,4,0,123,2,Emerging / Mid-Value
CUST00531,25,42,2023-11-22,631400,7,0,39,0,High-Value Loyal
CUST00532,62,22,2023-06-11,15000,2,0,203,1,Dormant / At-Risk
CUST00533,37,51,2023-10-10,30300,2,1,82,2,Emerging / Mid-Value
CUST00534,33,7,2023-08-02,208000,5,1,151,0,High-Value Loyal
CUST00535,22,59,2023-01-12,9100,2,1,353,1,Dormant / At-Risk
CUST00536,21,29,2023-08-04,180100,6,0,149,0,High-Value Loyal
CUST00537,57,23,2023-10-23,165000,2,0,69,2,Emerging / Mid-Value
CUST00538,60,11,2023-08-29,350300,2,0,124,2,Emerging / Mid-Value
CUST00539,62,26,2023-05-14,265000,4,1,231,1,Dormant / At-Risk
CUST00541,36,49,2023-09-18,15000,1,0,104,2,Emerging / Mid-Value
CUST00542,19,59,2023-03-26,12250,3,0,280,1,Dormant / At-Risk
CUST00543,45,22,2023-07-13,273000,2,0,171,2,Emerging / Mid-Value
CUST00544,34,57,2023-06-28,410000,3,0,186,0,High-Value Loyal
CUST00545,63,20,2023-11-08,210000,4,1,53,2,Emerging / Mid-Value
CUST00546,26,12,2023-02-19,24250,4,0,315,1,Dormant / At-Risk
CUST00547,58,43,2023-12-31,292300,7,0,0,0,High-Value Loyal
CUST00548,47,31,2023-09-30,82000,3,0,92,2,Emerging / Mid-Value
CUST00549,28,20,2023-10-15,206000,4,0,77,2,Emerging / Mid-Value
CUST00550,53,47,2023-09-05,124000,3,0,117,2,Emerging / Mid-Value
CUST00552,64,13,2023-02-12,280100,2,0,322,1,Dormant / At-Risk
CUST00553,21,9,2023-10-03,355000,2,0,89,2,Emerging / Mid-Value
CUST00555,23,26,2023-07-31,90000,3,0,153,2,Emerging / Mid-Value
CUST00556,40,18,2023-07-06,30000,1,0,178,2,Emerging / Mid-Value
CUST00557,42,4,2023-07-30,8500,2,0,154,2,Emerging / Mid-Value
CUST00558,61,45,2023-03-26,45000,1,1,280,1,Dormant / At-Risk
CUST00559,40,7,2023-06-05,90000,2,0,209,1,Dormant / At-Risk
CUST00560,30,6,2023-03-22,357000,3,1,284,1,Dormant / At-Risk
CUST00561,37,41,2023-04-21,316100,7,0,254,0,High-Value Loyal
CUST00562,49,42,2023-01-05,148100,3,0,360,1,Dormant / At-Risk
CUST00563,54,18,2023-07-14,364000,5,0,170,0,High-Value Loyal
CUST00564,53,6,2023-11-25,470000,7,0,36,0,High-Value Loyal
CUST00565,54,21,2023-09-30,192000,2,0,92,2,Emerging / Mid-Value
CUST00566,27,51,2023-10-14,73000,2,1,78,2,Emerging / Mid-Value
CUST00567,41,57,2023-02-09,623050,5,1,325,0,High-Value Loyal
CUST00568,51,11,2023-09-07,480000,7,0,115,0,High-Value Loyal
CUST00569,57,36,2023-03-20,70000,3,0,286,1,Dormant / At-Risk
CUST00570,58,8,2023-12-22,64000,3,1,9,2,Emerging / Mid-Value
CUST00571,25,24,2023-05-18,325300,3,0,227,1,Dormant / At-Risk
CUST00572,50,54,2023-05-22,30500,3,1,223,1,Dormant / At-Risk
CUST00573,46,4,2023-12-14,75000,2,0,17,2,Emerging / Mid-Value
CUST00574,45,7,2023-01-26,195400,4,0,339,1,Dormant / At-Risk
CUST00575,58,55,2023-06-20,75200,3,0,194,1,Dormant / At-Risk
CUST00576,46,13,2023-11-23,100750,5,0,38,2,Emerging / Mid-Value
CUST00577,21,47,2023-08-06,655000,7,0,147,0,High-Value Loyal
CUST00578,54,18,2023-04-04,500,2,1,271,1,Dormant / At-Risk
CUST00579,32,53,2023-06-06,60000,3,0,208,1,Dormant / At-Risk
CUST00580,55,51,2023-03-26,36500,2,0,280,1,Dormant / At-Risk
CUST00581,33,36,2023-07-29,34000,2,0,155,2,Emerging / Mid-Value
CUST00582,49,54,2023-12-02,379350,7,0,29,0,High-Value Loyal
CUST00583,56,31,2023-03-23,219000,5,0,283,1,Dormant / At-Risk
CUST00584,56,23,2023-10-07,212000,5,0,85,2,Emerging / Mid-Value
CUST00585,52,2,2023-04-15,90150,5,0,260,1,Dormant / At-Risk
CUST00586,61,19,2023-09-23,415350,8,0,99,0,High-Value Loyal
CUST00587,21,6,2023-02-24,539400,8,0,310,0,High-Value Loyal
CUST00588,30,59,2023-05-27,153100,5,1,218,1,Dormant / At-Risk
CUST00589,27,27,2023-04-29,9100,2,1,246,1,Dormant / At-Risk
CUST00590,37,39,2023-10-16,538000,5,1,76,0,High-Value Loyal
CUST00591,24,44,2023-10-23,9250,2,0,69,2,Emerging / Mid-Value
CUST00592,32,13,2023-09-03,75550,3,1,119,2,Emerging / Mid-Value
CUST00593,42,41,2023-07-05,182500,4,0,179,2,Emerging / Mid-Value
CUST00594,54,45,2023-10-26,609250,8,1,66,0,High-Value Loyal
CUST00595,30,29,2023-07-29,12000,1,1,155,2,Emerging / Mid-Value
CUST00596,21,11,2023-10-23,569400,8,0,69,0,High-Value Loyal
CUST00597,41,58,2023-06-24,120400,3,0,190,1,Dormant / At-Risk
CUST00598,43,15,2023-08-29,279000,3,0,124,2,Emerging / Mid-Value
CUST00599,28,51,2023-06-15,386150,4,1,199,0,High-Value Loyal
CUST00600,19,58,2023-12-29,50200,2,1,2,2,Emerging / Mid-Value
CUST00601,34,59,2023-08-19,386250,4,0,134,0,High-Value Loyal
CUST00602,23,53,2023-06-26,150100,4,0,188,1,Dormant / At-Risk
CUST00603,33,29,2023-03-25,321000,4,1,281,1,Dormant / At-Risk
CUST00604,18,13,2023-04-05,45400,2,0,270,1,Dormant / At-Risk
CUST00605,46,2,2023-08-30,441350,8,1,123,0,High-Value Loyal
CUST00606,49,49,2023-12-22,200000,2,1,9,2,Emerging / Mid-Value
CUST00607,23,8,2023-12-18,132000,3,0,13,2,Emerging / Mid-Value
CUST00608,38,55,2023-09-01,38300,4,0,121,2,Emerging / Mid-Value
CUST00610,50,51,2023-11-20,140450,3,1,41,2,Emerging / Mid-Value
CUST00611,54,7,2023-02-22,138500,4,0,312,1,Dormant / At-Risk
CUST00612,18,28,2023-06-07,75250,2,1,207,1,Dormant / At-Risk
CUST00613,50,11,2023-10-20,6000,1,0,72,2,Emerging / Mid-Value
CUST00614,22,29,2023-10-17,63100,3,0,75,2,Emerging / Mid-Value
CUST00615,35,23,2023-07-09,149500,5,0,175,2,Emerging / Mid-Value
CUST00616,48,47,2023-10-05,253250,8,0,87,0,High-Value Loyal
CUST00617,28,37,2023-08-04,180450,4,0,149,2,Emerging / Mid-Value
CUST00618,37,39,2023-10-29,84400,5,0,63,2,Emerging / Mid-Value
CUST00619,50,44,2023-04-05,641100,7,0,270,0,High-Value Loyal
CUST00620,33,45,2023-12-31,245400,5,0,0,2,Emerging / Mid-Value
CUST00621,46,50,2023-04-06,225050,4,0,269,1,Dormant / At-Risk
CUST00622,21,19,2023-08-09,80000,3,0,144,2,Emerging / Mid-Value
CUST00623,56,21,2023-12-01,487000,5,0,30,0,High-Value Loyal
CUST00624,20,7,2023-11-01,72000,2,0,60,2,Emerging / Mid-Value
CUST00625,29,4,2023-05-23,271000,3,0,222,1,Dormant / At-Risk
CUST00626,45,26,2023-02-28,51500,3,0,306,1,Dormant / At-Risk
CUST00627,33,25,2023-11-04,350500,7,0,57,0,High-Value Loyal
CUST00628,59,1,2023-02-09,645000,5,0,325,0,High-Value Loyal
CUST00629,37,40,2023-11-19,432200,6,1,42,0,High-Value Loyal
CUST00630,53,35,2023-01-02,358000,3,0,363,1,Dormant / At-Risk
CUST00631,25,39,2023-05-24,205000,2,0,221,1,Dormant / At-Risk
CUST00632,18,2,2023-04-19,149000,3,0,256,1,Dormant / At-Risk
CUST00633,20,31,2023-08-25,37000,2,0,128,2,Emerging / Mid-Value
CUST00634,51,43,2023-11-14,234550,4,0,47,2,Emerging / Mid-Value
CUST00635,39,57,2023-11-27,15000,1,1,34,2,Emerging / Mid-Value
CUST00636,45,40,2023-03-28,105000,2,0,278,1,Dormant / At-Risk
CUST00637,18,42,2023-04-24,264000,4,1,251,1,Dormant / At-Risk
CUST00638,22,42,2023-06-07,250000,3,0,207,1,Dormant / At-Risk
CUST00639,41,1,2023-07-10,440150,5,1,174,0,High-Value Loyal
CUST00640,20,34,2023-07-02,243050,7,0,182,0,High-Value Loyal
CUST00641,59,51,2023-12-07,350000,1,0,24,2,Emerging / Mid-Value
CUST00642,22,4,2023-02-13,159000,3,0,321,1,Dormant / At-Risk
CUST00643,41,23,2023-04-11,130000,3,0,264,1,Dormant / At-Risk
CUST00644,55,55,2023-09-15,120000,2,0,107,2,Emerging / Mid-Value
CUST00645,29,32,2023-12-16,150450,4,0,15,2,Emerging / Mid-Value
CUST00646,42,20,2023-07-21,213500,4,1,163,2,Emerging / Mid-Value
CUST00647,20,23,2023-05-05,211000,5,0,240,1,Dormant / At-Risk
CUST00648,30,14,2023-05-04,102700,7,0,241,0,High-Value Loyal
CUST00649,33,28,2023-07-23,219250,5,0,161,0,High-Value Loyal
CUST00650,56,26,2023-04-23,335000,2,0,252,1,Dormant / At-Risk
CUST00651,29,17,2023-03-07,475150,8,0,299,0,High-Value Loyal
CUST00652,48,3,2023-03-21,84300,4,0,285,1,Dormant / At-Risk
CUST00653,47,14,2023-03-12,475000,5,0,294,0,High-Value Loyal
CUST00654,22,37,2023-09-29,359150,3,0,93,2,Emerging / Mid-Value
CUST00655,43,10,2023-06-02,135000,3,0,212,1,Dormant / At-Risk
CUST00656,38,27,2023-12-19,174000,5,1,12,2,Emerging / Mid-Value
CUST00657,46,52,2023-06-10,259700,8,0,204,0,High-Value Loyal
CUST00658,42,19,2023-12-05,193000,5,1,26,2,Emerging / Mid-Value
CUST00659,35,7,2023-10-13,665000,5,0,79,0,High-Value Loyal
CUST00660,59,30,2023-11-18,85200,3,0,43,2,Emerging / Mid-Value
CUST00661,19,31,2023-07-27,320000,6,0,157,0,High-Value Loyal
CUST00662,39,54,2023-02-05,140000,3,0,329,1,Dormant / At-Risk
CUST00663,24,40,2023-01-21,375000,3,1,344,1,Dormant / At-Risk
CUST00664,42,35,2023-12-02,250,1,0,29,2,Emerging / Mid-Value
CUST00665,26,4,2023-07-07,247100,4,0,177,2,Emerging / Mid-Value
CUST00666,26,11,2023-02-17,380000,2,0,317,1,Dormant / At-Risk
CUST00667,19,40,2023-08-24,40100,3,0,129,2,Emerging / Mid-Value
CUST00668,40,5,2023-06-28,117250,5,0,186,1,Dormant / At-Risk
CUST00669,32,49,2023-02-11,50,1,0,323,1,Dormant / At-Risk
CUST00670,52,18,2023-09-17,360100,3,0,105,2,Emerging / Mid-Value
CUST00671,31,8,2023-03-21,404000,8,0,285,0,High-Value Loyal
CUST00672,45,17,2023-07-08,24100,4,1,176,2,Emerging / Mid-Value
CUST00673,28,12,2023-12-13,421400,6,0,18,0,High-Value Loyal
CUST00674,44,15,2023-04-01,88000,3,1,274,1,Dormant / At-Risk
CUST00675,24,50,2023-07-20,105800,6,0,164,0,High-Value Loyal
CUST00676,34,49,2023-11-27,481700,7,1,34,0,High-Value Loyal
CUST00677,33,48,2023-12-11,158100,5,0,20,2,Emerging / Mid-Value
CUST00678,34,16,2023-08-12,184000,4,1,141,2,Emerging / Mid-Value
CUST00679,34,20,2023-03-01,240100,3,0,305,1,Dormant / At-Risk
CUST00680,39,25,2023-05-21,50250,5,1,224,1,Dormant / At-Risk
CUST00681,34,34,2023-01-04,96250,3,0,361,1,Dormant / At-Risk
CUST00682,46,53,2023-04-09,530200,8,0,266,0,High-Value Loyal
CUST00683,41,50,2023-09-29,68000,2,0,93,2,Emerging / Mid-Value
CUST00685,44,53,2023-07-10,394000,5,0,174,0,High-Value Loyal
CUST00686,50,36,2023-01-08,482000,6,0,357,0,High-Value Loyal
CUST00687,50,46,2023-11-29,697300,6,1,32,0,High-Value Loyal
CUST00688,31,55,2023-07-22,225250,2,0,162,2,Emerging / Mid-Value
CUST00689,31,10,2023-07-01,75000,1,0,183,2,Emerging / Mid-Value
CUST00690,48,1,2023-07-10,519200,7,0,174,0,High-Value Loyal
CUST00691,60,48,2023-10-26,39600,4,1,66,2,Emerging / Mid-Value
CUST00692,27,11,2023-10-18,414000,5,0,74,0,High-Value Loyal
CUST00693,49,26,2023-10-02,320000,7,0,90,0,High-Value Loyal
CUST00695,20,5,2023-11-23,348650,7,1,38,0,High-Value Loyal
CUST00696,22,9,2023-01-06,149000,2,0,359,1,Dormant / At-Risk
CUST00697,29,12,2023-04-26,96050,4,0,249,1,Dormant / At-Risk
CUST00698,29,46,2023-01-06,48000,2,0,359,1,Dormant / At-Risk
CUST00700,57,5,2023-06-13,69900,6,0,201,1,Dormant / At-Risk
CUST00701,21,43,2023-05-16,98000,3,0,229,1,Dormant / At-Risk
CUST00702,21,48,2023-12-30,106100,4,0,1,2,Emerging / Mid-Value
CUST00703,57,14,2023-11-11,60000,2,0,50,2,Emerging / Mid-Value
CUST00704,29,30,2023-09-30,176000,3,0,92,2,Emerging / Mid-Value
CUST00705,60,7,2023-07-29,135750,4,0,155,2,Emerging / Mid-Value
CUST00706,37,37,2023-03-26,6000,1,0,280,1,Dormant / At-Risk
CUST00707,30,56,2023-10-20,57400,5,0,72,2,Emerging / Mid-Value
CUST00708,29,38,2023-06-21,295000,5,0,193,0,High-Value Loyal
CUST00709,22,13,2023-12-09,171000,2,0,22,2,Emerging / Mid-Value
CUST00710,62,29,2023-02-06,100,1,1,328,1,Dormant / At-Risk
CUST00711,30,35,2023-04-27,112700,4,0,248,1,Dormant / At-Risk
CUST00712,61,30,2023-10-26,99000,2,1,66,2,Emerging / Mid-Value
CUST00713,42,28,2023-01-23,251100,5,0,342,1,Dormant / At-Risk
CUST00714,43,8,2023-08-03,90700,5,0,150,2,Emerging / Mid-Value
CUST00715,50,10,2023-01-25,522400,4,0,340,0,High-Value Loyal
CUST00716,57,19,2023-05-21,120000,3,1,224,1,Dormant / At-Risk
CUST00717,47,18,2023-05-02,64100,3,0,243,1,Dormant / At-Risk
CUST00718,53,16,2023-11-26,112150,3,0,35,2,Emerging / Mid-Value
CUST00719,55,22,2023-04-20,300000,2,0,255,1,Dormant / At-Risk
CUST00720,49,17,2023-05-30,227500,6,1,215,0,High-Value Loyal
CUST00721,42,56,2023-03-29,78050,4,1,277,1,Dormant / At-Risk
CUST00722,32,53,2023-07-07,257400,5,0,177,0,High-Value Loyal
CUST00723,33,4,2023-05-25,243000,4,1,220,1,Dormant / At-Risk
CUST00724,51,17,2023-01-27,230400,4,0,338,1,Dormant / At-Risk
CUST00725,20,34,2023-08-04,150,1,0,149,2,Emerging / Mid-Value
CUST00726,30,51,2023-07-13,350300,2,0,171,2,Emerging / Mid-Value
CUST00727,27,55,2023-09-11,294000,4,0,111,2,Emerging / Mid-Value
CUST00728,34,44,2023-02-16,36000,1,0,318,1,Dormant / At-Risk
CUST00729,36,23,2023-04-16,18000,2,0,259,1,Dormant / At-Risk
CUST00730,52,5,2023-07-22,47000,4,1,162,2,Emerging / Mid-Value
CUST00731,19,5,2023-06-02,12150,2,0,212,1,Dormant / At-Risk
CUST00732,38,52,2023-09-10,395750,5,0,112,0,High-Value Loyal
CUST00733,22,46,2023-01-18,120350,6,0,347,1,Dormant / At-Risk
CUST00735,35,42,2023-04-09,61000,2,0,266,1,Dormant / At-Risk
CUST00736,34,4,2023-07-20,340150,3,0,164,2,Emerging / Mid-Value
CUST00737,62,55,2023-05-19,289300,5,1,226,0,High-Value Loyal
CUST00738,25,25,2023-01-13,141800,6,0,352,1,Dormant / At-Risk
CUST00739,59,48,2023-07-07,241000,4,0,177,2,Emerging / Mid-Value
CUST00740,33,16,2023-10-20,434500,5,1,72,0,High-Value Loyal
CUST00742,57,57,2023-08-31,100000,2,1,122,2,Emerging / Mid-Value
CUST00743,23,11,2023-12-01,225250,3,0,30,2,Emerging / Mid-Value
CUST00744,38,46,2023-06-30,40200,2,1,184,1,Dormant / At-Risk
CUST00745,52,11,2023-11-24,350550,3,0,37,2,Emerging / Mid-Value
CUST00746,33,12,2023-10-04,155000,3,0,88,2,Emerging / Mid-Value
CUST00747,31,6,2023-10-28,146600,4,0,64,2,Emerging / Mid-Value
CUST00748,18,23,2023-04-26,470400,5,0,249,0,High-Value Loyal
CUST00749,42,13,2023-04-15,69600,4,0,260,1,Dormant / At-Risk
CUST00750,28,41,2023-02-12,137000,2,0,322,1,Dormant / At-Risk
CUST00751,22,2,2023-08-09,443000,5,0,144,0,High-Value Loyal
CUST00752,64,20,2023-02-11,425250,4,0,323,0,High-Value Loyal
CUST00753,39,4,2023-01-01,143000,2,0,364,1,Dormant / At-Risk
CUST00755,55,34,2023-11-08,68400,3,0,53,2,Emerging / Mid-Value
CUST00756,21,42,2023-01-17,24000,2,0,348,1,Dormant / At-Risk
CUST00757,29,44,2023-12-27,72200,4,1,4,2,Emerging / Mid-Value
CUST00758,54,48,2023-06-03,393100,8,0,211,0,High-Value Loyal
CUST00759,25,59,2023-01-20,358000,2,0,345,1,Dormant / At-Risk
