customer_id,age,gender,region,tenure_months,last_purchase_date,total_spent,num_purchases,churn,avg_purchase_value,recency_days
CUST00389,47,Male,South,57,2023-05-29,114250,4,0,28562.5,216
CUST00390,25,Male,North,27,2023-09-30,135500,4,0,33875.0,92
CUST00391,60,Female,West,16,2023-04-11,176000,2,1,88000.0,264
CUST00392,48,Male,East,1,2023-02-09,427000,4,0,106750.0,325
CUST00393,54,Male,East,37,2023-07-03,268500,7,0,38357.142857142855,181
CUST00394,58,Female,North,12,2023-12-29,72000,3,1,24000.0,2
CUST00395,38,Female,South,14,2023-05-27,33000,2,0,16500.0,218
CUST00396,45,Female,East,11,2023-01-14,437000,5,1,87400.0,351
CUST00397,24,Female,North,49,2023-07-07,90350,4,0,22587.5,177
CUST00398,21,Male,East,52,2023-02-15,183000,3,0,61000.0,319
CUST00399,38,Male,South,56,2023-02-22,131500,5,0,26300.0,312
CUST00400,41,Female,East,10,2023-10-28,141250,4,0,35312.5,64
CUST00401,30,Female,North,40,2023-04-21,398400,3,1,132800.0,254
CUST00402,37,Female,West,13,2023-09-12,555000,4,1,138750.0,110
CUST00403,61,Female,South,22,2023-09-16,696000,5,1,139200.0,106
CUST00404,39,Female,East,28,2023-01-16,200400,4,0,50100.0,349
CUST00405,48,Female,South,49,2023-11-01,327850,7,0,46835.71428571428,60
CUST00406,39,Male,South,19,2023-02-07,60000,1,0,60000.0,327
CUST00407,37,Female,West,29,2023-08-06,398000,2,0,199000.0,147
CUST00408,20,Female,West,41,2023-11-26,400000,3,0,133333.33333333334,35
CUST00409,40,Female,West,39,2023-11-26,442050,6,1,73675.0,35
CUST00410,49,Male,West,27,2023-07-11,165000,2,0,82500.0,173
CUST00411,20,Female,South,14,2023-11-27,338100,5,0,67620.0,34
CUST00412,60,Male,South,54,2023-09-14,78000,2,0,39000.0,108
CUST00413,38,Male,North,57,2023-01-30,45000,1,1,45000.0,335
CUST00414,35,Male,North,36,2023-10-20,910000,9,0,101111.11111111111,72
CUST00415,55,Male,West,22,2023-04-22,84000,4,0,21000.0,253
CUST00416,44,Male,West,30,2023-10-01,350800,3,0,116933.33333333333,91
CUST00417,32,Female,West,5,2023-10-21,85500,4,0,21375.0,71
CUST00418,34,Female,North,22,2023-12-11,3000,1,0,3000.0,20
CUST00419,24,Male,South,1,2023-05-14,419000,8,0,52375.0,231
CUST00420,26,Male,North,20,2023-06-24,571200,8,0,71400.0,190
CUST00421,35,Female,East,9,2023-04-03,445150,6,0,74191.66666666667,272
CUST00422,28,Male,East,3,2023-02-04,301000,3,1,100333.33333333333,330
CUST00423,54,Female,South,35,2023-06-21,8400,2,0,4200.0,193
CUST00424,43,Female,East,51,2023-06-07,32300,3,0,10766.666666666666,207
CUST00425,33,Female,West,43,2023-08-10,121200,4,0,30300.0,143
CUST00426,41,Male,South,9,2023-01-05,15250,2,1,7625.0,360
CUST00427,63,Female,South,31,2023-05-30,250,1,0,250.0,215
CUST00428,34,Female,East,58,2023-05-10,324000,5,0,64800.0,235
CUST00429,46,Female,East,44,2023-05-17,111150,3,0,37050.0,228
CUST00430,54,Female,North,21,2023-04-06,170000,3,1,56666.666666666664,269
CUST00431,43,Male,West,14,2023-11-04,200000,2,0,100000.0,57
CUST00433,30,Female,North,7,2023-02-28,160000,3,0,53333.333333333336,306
CUST00434,24,Female,North,58,2023-11-16,405000,3,0,135000.0,45
CUST00435,46,Female,North,21,2023-09-15,378000,6,0,63000.0,107
CUST00437,42,Female,South,4,2023-11-06,171200,4,0,42800.0,55
CUST00438,55,Female,North,3,2023-03-06,23000,2,0,11500.0,300
CUST00439,23,Female,West,15,2023-05-06,650,4,1,162.5,239
CUST00440,34,Male,North,41,2023-05-01,71150,5,0,14230.0,244
CUST00441,19,Male,East,25,2023-01-15,48000,1,1,48000.0,350
CUST00442,32,Female,South,50,2023-03-13,12850,4,0,3212.5,293
CUST00443,32,Female,South,10,2023-06-28,232000,3,0,77333.33333333333,186
CUST00444,40,Female,West,34,2023-06-24,76000,2,0,38000.0,190
CUST00445,22,Male,South,43,2023-12-25,143500,4,1,35875.0,6
CUST00446,46,Female,North,47,2023-11-25,82000,2,0,41000.0,36
CUST00447,41,Male,North,1,2023-07-21,110000,4,1,27500.0,163
CUST00448,59,Female,East,12,2023-10-26,328150,5,0,65630.0,66
CUST00449,28,Male,East,20,2023-01-07,186000,2,0,93000.0,358
CUST00450,50,Male,North,17,2023-07-11,167650,7,0,23950.0,173
CUST00451,46,Female,East,31,2023-05-26,151900,8,0,18987.5,219
CUST00452,24,Female,West,6,2023-03-20,443000,6,1,73833.33333333333,286
CUST00453,42,Male,North,56,2023-12-29,208050,5,0,41610.0,2
CUST00454,52,Male,West,7,2023-11-26,599200,4,0,149800.0,35
CUST00455,28,Male,South,58,2023-09-01,225000,1,1,225000.0,121
CUST00456,18,Female,East,3,2023-07-20,861650,7,0,123092.85714285714,164
CUST00457,33,Male,West,5,2023-12-01,493000,5,0,98600.0,30
CUST00458,57,Male,West,21,2023-09-18,297000,3,0,99000.0,104
CUST00459,34,Female,South,18,2023-12-12,48000,2,1,24000.0,19
CUST00460,53,Female,West,54,2023-08-17,12000,1,0,12000.0,136
CUST00461,26,Female,East,13,2023-06-02,423000,5,0,84600.0,212
CUST00462,50,Female,North,9,2023-10-18,264000,3,0,88000.0,74
CUST00463,36,Male,South,19,2023-04-24,54550,5,0,10910.0,251
CUST00464,23,Female,South,22,2023-04-08,552600,8,1,69075.0,267
CUST00465,38,Male,West,41,2023-06-09,195400,5,1,39080.0,205
CUST00466,32,Male,South,28,2023-09-19,48450,4,1,12112.5,103
CUST00468,57,Female,East,50,2023-11-24,282000,6,0,47000.0,37
CUST00469,27,Male,West,5,2023-01-15,204000,4,0,51000.0,350
CUST00470,20,Female,West,25,2023-03-17,75200,5,0,15040.0,289
CUST00471,42,Female,North,26,2023-02-18,474000,6,0,79000.0,316
CUST00472,24,Female,North,32,2023-01-27,504000,4,0,126000.0,338
CUST00473,34,Female,South,8,2023-08-16,76100,3,0,25366.666666666668,137
CUST00474,22,Male,West,59,2023-10-13,216100,5,0,43220.0,79
CUST00475,47,Male,South,40,2023-02-15,325800,5,0,65160.0,319
CUST00476,26,Male,North,39,2023-03-31,431400,6,0,71900.0,275
CUST00477,60,Female,South,38,2023-06-20,15150,2,1,7575.0,194
CUST00478,63,Male,North,24,2023-05-26,445400,4,0,111350.0,219
CUST00479,30,Male,East,7,2023-09-29,132000,3,1,44000.0,93
CUST00480,26,Female,East,9,2023-02-23,223200,4,1,55800.0,311
CUST00481,35,Male,North,18,2023-07-06,113000,3,1,37666.666666666664,178
CUST00482,39,Male,West,36,2023-03-05,611200,9,1,67911.11111111111,301
CUST00483,60,Male,West,23,2023-07-21,120200,3,0,40066.666666666664,163
CUST00484,50,Male,West,38,2023-04-01,72100,3,0,24033.333333333332,274
CUST00485,49,Female,East,41,2023-08-15,519200,7,1,74171.42857142857,138
CUST00486,28,Female,East,39,2023-11-14,272000,3,0,90666.66666666667,47
CUST00487,40,Female,South,31,2023-09-19,575000,5,1,115000.0,103
CUST00488,20,Male,West,39,2023-10-07,259000,4,0,64750.0,85
CUST00489,64,Female,East,5,2023-08-17,283000,2,0,141500.0,136
CUST00490,41,Male,East,17,2023-04-14,503000,4,1,125750.0,261
CUST00491,33,Female,East,31,2023-01-27,406000,4,1,101500.0,338
CUST00492,63,Male,West,26,2023-08-17,273000,2,0,136500.0,136
CUST00493,56,Male,West,51,2023-08-15,96150,3,0,32050.0,138
CUST00494,38,Male,East,12,2023-03-26,156000,3,1,52000.0,280
CUST00495,53,Male,East,16,2023-06-24,327000,6,0,54500.0,190
CUST00496,28,Male,North,33,2023-10-21,25000,2,0,12500.0,71
CUST00497,44,Female,West,31,2023-07-04,125000,1,1,125000.0,180
CUST00498,38,Female,East,51,2023-04-13,821050,12,0,68420.83333333333,262
CUST00499,20,Female,South,13,2023-06-25,221150,5,1,44230.0,189
CUST00500,36,Female,South,51,2023-10-07,362300,3,1,120766.66666666667,85
CUST00501,31,Female,East,43,2023-01-25,100,1,0,100.0,340
CUST00502,61,Female,South,41,2023-05-29,290800,5,0,58160.0,216
CUST00503,48,Male,South,20,2023-11-11,175000,2,1,87500.0,50
CUST00504,39,Male,East,9,2023-09-19,24250,3,0,8083.333333333333,103
CUST00505,24,Female,East,37,2023-10-01,350000,1,0,350000.0,91
CUST00506,63,Male,East,31,2023-06-25,324000,6,0,54000.0,189
CUST00507,22,Male,South,50,2023-12-16,472000,3,0,157333.33333333334,15
CUST00508,50,Female,South,33,2023-01-02,8000,1,0,8000.0,363
CUST00509,21,Female,East,35,2023-02-03,32000,1,0,32000.0,331
CUST00510,52,Male,East,4,2023-12-27,24000,2,0,12000.0,4
CUST00511,47,Male,East,11,2023-10-14,135150,2,1,67575.0,78
CUST00512,49,Male,South,11,2023-04-05,290400,6,0,48400.0,270
CUST00513,31,Male,West,57,2023-02-06,276250,5,1,55250.0,328
CUST00514,59,Male,North,20,2023-03-05,15800,3,1,5266.666666666667,301
CUST00515,58,Male,South,39,2023-03-13,178300,5,0,35660.0,293
CUST00516,61,Female,North,30,2023-11-02,96650,5,0,19330.0,59
CUST00517,42,Female,West,10,2023-04-13,555000,4,1,138750.0,262
CUST00518,54,Male,South,1,2023-08-09,102400,3,0,34133.333333333336,144
CUST00519,25,Male,South,59,2023-05-25,271250,5,1,54250.0,220
CUST00520,37,Female,North,46,2023-11-17,9600,3,0,3200.0,44
CUST00521,23,Male,East,1,2023-02-02,45500,2,0,22750.0,332
CUST00522,54,Male,East,44,2023-11-19,32000,1,0,32000.0,42
CUST00523,23,Female,West,26,2023-10-19,12800,3,0,4266.666666666667,73
CUST00524,61,Male,North,23,2023-03-14,69300,3,1,23100.0,292
CUST00525,39,Male,West,25,2023-05-20,160400,4,1,40100.0,225
CUST00526,27,Male,East,48,2023-03-04,138000,5,0,27600.0,302
CUST00527,54,Female,North,30,2023-05-30,124050,5,0,24810.0,215
CUST00528,38,Male,West,17,2023-01-08,210300,2,0,105150.0,357
CUST00529,24,Female,North,54,2023-12-20,388000,5,0,77600.0,11
CUST00530,49,Female,East,50,2023-08-30,144400,4,0,36100.0,123
CUST00531,25,Male,South,42,2023-11-22,631400,7,0,90200.0,39
CUST00532,62,Female,West,22,2023-06-11,15000,2,0,7500.0,203
CUST00533,37,Female,West,51,2023-10-10,30300,2,1,15150.0,82
CUST00534,33,Female,West,7,2023-08-02,208000,5,1,41600.0,151
CUST00535,22,Female,West,59,2023-01-12,9100,2,1,4550.0,353
CUST00536,21,Male,West,29,2023-08-04,180100,6,0,30016.666666666668,149
CUST00537,57,Female,East,23,2023-10-23,165000,2,0,82500.0,69
CUST00538,60,Female,West,11,2023-08-29,350300,2,0,175150.0,124
CUST00539,62,Male,South,26,2023-05-14,265000,4,1,66250.0,231
CUST00540,38,Male,North,34,2023-01-24,322300,10,1,32230.0,341
CUST00541,36,Male,West,49,2023-09-18,15000,1,0,15000.0,104
CUST00542,19,Female,South,59,2023-03-26,12250,3,0,4083.3333333333335,280
CUST00543,45,Female,East,22,2023-07-13,273000,2,0,136500.0,171
CUST00544,34,Female,South,57,2023-06-28,410000,3,0,136666.66666666666,186
CUST00545,63,Female,West,20,2023-11-08,210000,4,1,52500.0,53
CUST00546,26,Male,West,12,2023-02-19,24250,4,0,6062.5,315
CUST00547,58,Female,West,43,2023-12-31,292300,7,0,41757.142857142855,0
CUST00548,47,Male,West,31,2023-09-30,82000,3,0,27333.333333333332,92
CUST00549,28,Male,East,20,2023-10-15,206000,4,0,51500.0,77
CUST00550,53,Male,South,47,2023-09-05,124000,3,0,41333.333333333336,117
CUST00551,36,Female,West,41,2023-09-27,735100,6,0,122516.66666666667,95
CUST00552,64,Male,West,13,2023-02-12,280100,2,0,140050.0,322
CUST00553,21,Male,West,9,2023-10-03,355000,2,0,177500.0,89
CUST00554,25,Male,North,59,2023-03-06,636750,9,1,70750.0,300
CUST00555,23,Male,North,26,2023-07-31,90000,3,0,30000.0,153
CUST00556,40,Female,North,18,2023-07-06,30000,1,0,30000.0,178
CUST00557,42,Male,North,4,2023-07-30,8500,2,0,4250.0,154
CUST00558,61,Female,South,45,2023-03-26,45000,1,1,45000.0,280
CUST00559,40,Male,North,7,2023-06-05,90000,2,0,45000.0,209
CUST00560,30,Female,South,6,2023-03-22,357000,3,1,119000.0,284
CUST00561,37,Female,North,41,2023-04-21,316100,7,0,45157.142857142855,254
CUST00562,49,Male,North,42,2023-01-05,148100,3,0,49366.666666666664,360
CUST00563,54,Male,East,18,2023-07-14,364000,5,0,72800.0,170
CUST00564,53,Female,South,6,2023-11-25,470000,7,0,67142.85714285714,36
CUST00565,54,Female,North,21,2023-09-30,192000,2,0,96000.0,92
CUST00566,27,Male,North,51,2023-10-14,73000,2,1,36500.0,78
CUST00567,41,Female,South,57,2023-02-09,623050,5,1,124610.0,325
CUST00568,51,Male,North,11,2023-09-07,480000,7,0,68571.42857142857,115
CUST00569,57,Female,North,36,2023-03-20,70000,3,0,23333.333333333332,286
CUST00570,58,Female,North,8,2023-12-22,64000,3,1,21333.333333333332,9
CUST00571,25,Female,South,24,2023-05-18,325300,3,0,108433.33333333333,227
CUST00572,50,Female,West,54,2023-05-22,30500,3,1,10166.666666666666,223
CUST00573,46,Male,South,4,2023-12-14,75000,2,0,37500.0,17
CUST00574,45,Female,South,7,2023-01-26,195400,4,0,48850.0,339
CUST00575,58,Male,East,55,2023-06-20,75200,3,0,25066.666666666668,194
CUST00576,46,Female,South,13,2023-11-23,100750,5,0,20150.0,38
CUST00577,21,Male,East,47,2023-08-06,655000,7,0,93571.42857142857,147
CUST00578,54,Female,South,18,2023-04-04,500,2,1,250.0,271
CUST00579,32,Male,North,53,2023-06-06,60000,3,0,20000.0,208
CUST00580,55,Male,North,51,2023-03-26,36500,2,0,18250.0,280
CUST00581,33,Female,South,36,2023-07-29,34000,2,0,17000.0,155
CUST00582,49,Male,South,54,2023-12-02,379350,7,0,54192.857142857145,29
CUST00583,56,Female,West,31,2023-03-23,219000,5,0,43800.0,283
CUST00584,56,Male,South,23,2023-10-07,212000,5,0,42400.0,85
CUST00585,52,Male,West,2,2023-04-15,90150,5,0,18030.0,260
CUST00586,61,Male,South,19,2023-09-23,415350,8,0,51918.75,99
CUST00587,21,Male,North,6,2023-02-24,539400,8,0,67425.0,310
CUST00588,30,Female,West,59,2023-05-27,153100,5,1,30620.0,218
CUST00589,27,Male,East,27,2023-04-29,9100,2,1,4550.0,246
CUST00590,37,Male,North,39,2023-10-16,538000,5,1,107600.0,76
CUST00591,24,Female,South,44,2023-10-23,9250,2,0,4625.0,69
CUST00592,32,Male,West,13,2023-09-03,75550,3,1,25183.333333333332,119
CUST00593,42,Male,South,41,2023-07-05,182500,4,0,45625.0,179
CUST00594,54,Female,South,45,2023-10-26,609250,8,1,76156.25,66
CUST00595,30,Male,West,29,2023-07-29,12000,1,1,12000.0,155
CUST00596,21,Male,West,11,2023-10-23,569400,8,0,71175.0,69
CUST00597,41,Male,East,58,2023-06-24,120400,3,0,40133.333333333336,190
CUST00598,43,Male,South,15,2023-08-29,279000,3,0,93000.0,124
CUST00599,28,Female,North,51,2023-06-15,386150,4,1,96537.5,199
CUST00600,19,Female,East,58,2023-12-29,50200,2,1,25100.0,2
CUST00601,34,Male,East,59,2023-08-19,386250,4,0,96562.5,134
CUST00602,23,Female,North,53,2023-06-26,150100,4,0,37525.0,188
CUST00603,33,Male,South,29,2023-03-25,321000,4,1,80250.0,281
CUST00604,18,Male,North,13,2023-04-05,45400,2,0,22700.0,270
CUST00605,46,Female,North,2,2023-08-30,441350,8,1,55168.75,123
CUST00606,49,Female,North,49,2023-12-22,200000,2,1,100000.0,9
CUST00607,23,Female,East,8,2023-12-18,132000,3,0,44000.0,13
CUST00608,38,Male,South,55,2023-09-01,38300,4,0,9575.0,121
CUST00610,50,Female,South,51,2023-11-20,140450,3,1,46816.666666666664,41
CUST00611,54,Female,North,7,2023-02-22,138500,4,0,34625.0,312
CUST00612,18,Male,North,28,2023-06-07,75250,2,1,37625.0,207
CUST00613,50,Female,West,11,2023-10-20,6000,1,0,6000.0,72
CUST00614,22,Male,East,29,2023-10-17,63100,3,0,21033.333333333332,75
CUST00615,35,Male,North,23,2023-07-09,149500,5,0,29900.0,175
CUST00616,48,Male,South,47,2023-10-05,253250,8,0,31656.25,87
CUST00617,28,Female,East,37,2023-08-04,180450,4,0,45112.5,149
CUST00618,37,Male,East,39,2023-10-29,84400,5,0,16880.0,63
CUST00619,50,Male,East,44,2023-04-05,641100,7,0,91585.71428571429,270
CUST00620,33,Male,East,45,2023-12-31,245400,5,0,49080.0,0
CUST00621,46,Male,North,50,2023-04-06,225050,4,0,56262.5,269
CUST00622,21,Female,East,19,2023-08-09,80000,3,0,26666.666666666668,144
CUST00623,56,Male,West,21,2023-12-01,487000,5,0,97400.0,30
CUST00624,20,Male,West,7,2023-11-01,72000,2,0,36000.0,60
CUST00625,29,Male,North,4,2023-05-23,271000,3,0,90333.33333333333,222
CUST00626,45,Male,North,26,2023-02-28,51500,3,0,17166.666666666668,306
CUST00627,33,Male,South,25,2023-11-04,350500,7,0,50071.42857142857,57
CUST00628,59,Female,North,1,2023-02-09,645000,5,0,129000.0,325
CUST00629,37,Female,West,40,2023-11-19,432200,6,1,72033.33333333333,42
CUST00630,53,Female,North,35,2023-01-02,358000,3,0,119333.33333333333,363
CUST00631,25,Male,East,39,2023-05-24,205000,2,0,102500.0,221
CUST00632,18,Female,South,2,2023-04-19,149000,3,0,49666.666666666664,256
CUST00633,20,Female,North,31,2023-08-25,37000,2,0,18500.0,128
CUST00634,51,Female,South,43,2023-11-14,234550,4,0,58637.5,47
CUST00635,39,Male,East,57,2023-11-27,15000,1,1,15000.0,34
CUST00636,45,Female,East,40,2023-03-28,105000,2,0,52500.0,278
CUST00637,18,Female,East,42,2023-04-24,264000,4,1,66000.0,251
CUST00638,22,Female,East,42,2023-06-07,250000,3,0,83333.33333333333,207
CUST00639,41,Female,North,1,2023-07-10,440150,5,1,88030.0,174
CUST00640,20,Male,East,34,2023-07-02,243050,7,0,34721.42857142857,182
CUST00641,59,Male,South,51,2023-12-07,350000,1,0,350000.0,24
CUST00642,22,Male,North,4,2023-02-13,159000,3,0,53000.0,321
CUST00643,41,Male,North,23,2023-04-11,130000,3,0,43333.333333333336,264
CUST00644,55,Male,West,55,2023-09-15,120000,2,0,60000.0,107
CUST00645,29,Male,East,32,2023-12-16,150450,4,0,37612.5,15
CUST00646,42,Male,West,20,2023-07-21,213500,4,1,53375.0,163
CUST00647,20,Female,East,23,2023-05-05,211000,5,0,42200.0,240
CUST00648,30,Female,East,14,2023-05-04,102700,7,0,14671.42857142857,241
CUST00649,33,Female,West,28,2023-07-23,219250,5,0,43850.0,161
CUST00650,56,Male,East,26,2023-04-23,335000,2,0,167500.0,252
CUST00651,29,Male,East,17,2023-03-07,475150,8,0,59393.75,299
CUST00652,48,Female,South,3,2023-03-21,84300,4,0,21075.0,285
CUST00653,47,Female,North,14,2023-03-12,475000,5,0,95000.0,294
CUST00654,22,Female,South,37,2023-09-29,359150,3,0,119716.66666666667,93
CUST00655,43,Female,South,10,2023-06-02,135000,3,0,45000.0,212
CUST00656,38,Female,West,27,2023-12-19,174000,5,1,34800.0,12
CUST00657,46,Male,West,52,2023-06-10,259700,8,0,32462.5,204
CUST00658,42,Female,North,19,2023-12-05,193000,5,1,38600.0,26
CUST00659,35,Male,East,7,2023-10-13,665000,5,0,133000.0,79
CUST00660,59,Female,North,30,2023-11-18,85200,3,0,28400.0,43
CUST00661,19,Female,North,31,2023-07-27,320000,6,0,53333.333333333336,157
CUST00662,39,Male,South,54,2023-02-05,140000,3,0,46666.666666666664,329
CUST00663,24,Female,North,40,2023-01-21,375000,3,1,125000.0,344
CUST00664,42,Female,East,35,2023-12-02,250,1,0,250.0,29
CUST00665,26,Male,North,4,2023-07-07,247100,4,0,61775.0,177
CUST00666,26,Male,South,11,2023-02-17,380000,2,0,190000.0,317
CUST00667,19,Female,South,40,2023-08-24,40100,3,0,13366.666666666666,129
CUST00668,40,Male,East,5,2023-06-28,117250,5,0,23450.0,186
CUST00669,32,Male,East,49,2023-02-11,50,1,0,50.0,323
CUST00670,52,Female,West,18,2023-09-17,360100,3,0,120033.33333333333,105
CUST00671,31,Female,West,8,2023-03-21,404000,8,0,50500.0,285
CUST00672,45,Female,South,17,2023-07-08,24100,4,1,6025.0,176
CUST00673,28,Male,East,12,2023-12-13,421400,6,0,70233.33333333333,18
CUST00674,44,Male,East,15,2023-04-01,88000,3,1,29333.333333333332,274
CUST00675,24,Male,South,50,2023-07-20,105800,6,0,17633.333333333332,164
CUST00676,34,Male,North,49,2023-11-27,481700,7,1,68814.28571428571,34
CUST00677,33,Male,North,48,2023-12-11,158100,5,0,31620.0,20
CUST00678,34,Female,West,16,2023-08-12,184000,4,1,46000.0,141
CUST00679,34,Female,North,20,2023-03-01,240100,3,0,80033.33333333333,305
CUST00680,39,Female,East,25,2023-05-21,50250,5,1,10050.0,224
CUST00681,34,Female,East,34,2023-01-04,96250,3,0,32083.333333333332,361
CUST00682,46,Male,East,53,2023-04-09,530200,8,0,66275.0,266
CUST00683,41,Male,North,50,2023-09-29,68000,2,0,34000.0,93
CUST00684,58,Male,East,56,2023-10-06,958900,10,0,95890.0,86
CUST00685,44,Male,West,53,2023-07-10,394000,5,0,78800.0,174
CUST00686,50,Female,South,36,2023-01-08,482000,6,0,80333.33333333333,357
CUST00687,50,Male,East,46,2023-11-29,697300,6,1,116216.66666666667,32
CUST00688,31,Female,South,55,2023-07-22,225250,2,0,112625.0,162
CUST00689,31,Male,North,10,2023-07-01,75000,1,0,75000.0,183
CUST00690,48,Male,West,1,2023-07-10,519200,7,0,74171.42857142857,174
CUST00691,60,Female,West,48,2023-10-26,39600,4,1,9900.0,66
CUST00692,27,Female,South,11,2023-10-18,414000,5,0,82800.0,74
CUST00693,49,Male,East,26,2023-10-02,320000,7,0,45714.28571428572,90
CUST00695,20,Male,North,5,2023-11-23,348650,7,1,49807.142857142855,38
CUST00696,22,Female,West,9,2023-01-06,149000,2,0,74500.0,359
CUST00697,29,Female,West,12,2023-04-26,96050,4,0,24012.5,249
CUST00698,29,Male,West,46,2023-01-06,48000,2,0,24000.0,359
CUST00699,58,Female,West,41,2023-06-18,858000,6,0,143000.0,196
CUST00700,57,Male,North,5,2023-06-13,69900,6,0,11650.0,201
CUST00701,21,Female,East,43,2023-05-16,98000,3,0,32666.666666666668,229
CUST00702,21,Male,West,48,2023-12-30,106100,4,0,26525.0,1
CUST00703,57,Male,East,14,2023-11-11,60000,2,0,30000.0,50
CUST00704,29,Male,North,30,2023-09-30,176000,3,0,58666.666666666664,92
CUST00705,60,Male,East,7,2023-07-29,135750,4,0,33937.5,155
CUST00706,37,Female,West,37,2023-03-26,6000,1,0,6000.0,280
CUST00707,30,Female,West,56,2023-10-20,57400,5,0,11480.0,72
CUST00708,29,Female,South,38,2023-06-21,295000,5,0,59000.0,193
CUST00709,22,Female,South,13,2023-12-09,171000,2,0,85500.0,22
CUST00710,62,Female,North,29,2023-02-06,100,1,1,100.0,328
CUST00711,30,Female,West,35,2023-04-27,112700,4,0,28175.0,248
CUST00712,61,Male,East,30,2023-10-26,99000,2,1,49500.0,66
CUST00713,42,Male,South,28,2023-01-23,251100,5,0,50220.0,342
CUST00714,43,Male,West,8,2023-08-03,90700,5,0,18140.0,150
CUST00715,50,Male,East,10,2023-01-25,522400,4,0,130600.0,340
CUST00716,57,Male,East,19,2023-05-21,120000,3,1,40000.0,224
CUST00717,47,Female,South,18,2023-05-02,64100,3,0,21366.666666666668,243
CUST00718,53,Female,South,16,2023-11-26,112150,3,0,37383.333333333336,35
CUST00719,55,Female,South,22,2023-04-20,300000,2,0,150000.0,255
CUST00720,49,Female,South,17,2023-05-30,227500,6,1,37916.666666666664,215
CUST00721,42,Male,South,56,2023-03-29,78050,4,1,19512.5,277
CUST00722,32,Male,West,53,2023-07-07,257400,5,0,51480.0,177
CUST00723,33,Male,North,4,2023-05-25,243000,4,1,60750.0,220
CUST00724,51,Female,East,17,2023-01-27,230400,4,0,57600.0,338
CUST00725,20,Female,South,34,2023-08-04,150,1,0,150.0,149
CUST00726,30,Male,West,51,2023-07-13,350300,2,0,175150.0,171
CUST00727,27,Female,South,55,2023-09-11,294000,4,0,73500.0,111
CUST00728,34,Female,West,44,2023-02-16,36000,1,0,36000.0,318
CUST00729,36,Male,South,23,2023-04-16,18000,2,0,9000.0,259
CUST00730,52,Male,East,5,2023-07-22,47000,4,1,11750.0,162
CUST00731,19,Female,East,5,2023-06-02,12150,2,0,6075.0,212
CUST00732,38,Male,West,52,2023-09-10,395750,5,0,79150.0,112
CUST00733,22,Male,West,46,2023-01-18,120350,6,0,20058.333333333332,347
CUST00734,41,Male,East,3,2023-06-13,300200,9,0,33355.555555555555,201
CUST00735,35,Female,West,42,2023-04-09,61000,2,0,30500.0,266
CUST00736,34,Female,West,4,2023-07-20,340150,3,0,113383.33333333333,164
CUST00737,62,Male,South,55,2023-05-19,289300,5,1,57860.0,226
CUST00738,25,Male,North,25,2023-01-13,141800,6,0,23633.333333333332,352
CUST00739,59,Female,East,48,2023-07-07,241000,4,0,60250.0,177
CUST00740,33,Female,West,16,2023-10-20,434500,5,1,86900.0,72
CUST00741,42,Male,South,48,2023-07-18,832000,5,0,166400.0,166
CUST00742,57,Female,North,57,2023-08-31,100000,2,1,50000.0,122
CUST00743,23,Female,South,11,2023-12-01,225250,3,0,75083.33333333333,30
CUST00744,38,Male,West,46,2023-06-30,40200,2,1,20100.0,184
CUST00745,52,Male,East,11,2023-11-24,350550,3,0,116850.0,37
CUST00746,33,Female,East,12,2023-10-04,155000,3,0,51666.666666666664,88
CUST00747,31,Male,North,6,2023-10-28,146600,4,0,36650.0,64
CUST00748,18,Male,West,23,2023-04-26,470400,5,0,94080.0,249
CUST00749,42,Male,East,13,2023-04-15,69600,4,0,17400.0,260
CUST00750,28,Female,East,41,2023-02-12,137000,2,0,68500.0,322
CUST00751,22,Male,South,2,2023-08-09,443000,5,0,88600.0,144
CUST00752,64,Female,West,20,2023-02-11,425250,4,0,106312.5,323
CUST00753,39,Male,East,4,2023-01-01,143000,2,0,71500.0,364
CUST00754,51,Male,West,6,2023-08-01,733400,10,0,73340.0,152
CUST00755,55,Male,South,34,2023-11-08,68400,3,0,22800.0,53
CUST00756,21,Male,South,42,2023-01-17,24000,2,0,12000.0,348
CUST00757,29,Female,South,44,2023-12-27,72200,4,1,18050.0,4
CUST00758,54,Male,East,48,2023-06-03,393100,8,0,49137.5,211
CUST00759,25,Female,East,59,2023-01-20,358000,2,0,179000.0,345
CUST00760,63,Male,South,4,2023-05-11,100,1,0,100.0,234
CUST00761,28,Female,East,6,2023-02-19,297300,6,0,49550.0,315
CUST00762,61,Female,West,7,2023-10-25,102000,2,0,51000.0,67
CUST00763,40,Female,South,56,2023-06-12,47400,3,0,15800.0,202
CUST00764,55,Male,East,38,2023-06-21,506650,5,0,101330.0,193
CUST00766,20,Male,East,43,2023-10-27,533000,4,1,133250.0,65
CUST00767,61,Female,East,55,2023-01-05,135200,3,0,45066.666666666664,360
CUST00768,41,Female,South,47,2023-01-20,271350,5,0,54270.0,345
CUST00769,43,Male,South,41,2023-08-25,45000,1,1,45000.0,128
CUST00770,39,Male,East,53,2023-06-26,60400,2,0,30200.0,188
CUST00771,31,Male,West,25,2023-04-23,508000,4,1,127000.0,252
CUST00772,50,Male,West,51,2023-04-27,72750,4,1,18187.5,248
CUST00773,35,Male,South,5,2023-01-22,205400,4,0,51350.0,343
CUST00774,53,Female,South,11,2023-09-25,280100,3,0,93366.66666666667,97
